-0.1,1.0,0.0,0.0,0.0
-0.10511490527286053,0.467031429873283,0.8779706716058312,3.089782650018805,0.2,3.335484975965161
-0.14763226717256026,-0.720599752711603,0.6774516293297006,1.489568080298039,0.2,1.6311842989323702
-0.024385596421962887,0.9996725950353409,0.007748898144423799,22.67701184314717,0.2,22.46622908295052
-0.08486918581900904,0.9486617114113506,-0.3046935814888558,10.572123967540856,0.2,10.523242373548815
-0.49745731732226584,0.05049194911694578,-0.8660177714786841,1.7585976509527124,0.2,1.6366994754540993
-0.3294085415958773,0.9034230238035013,-0.27443916044437866,0.5873153839854987,0.2,0.7833224960365547
-0.42735964319191416,-0.9006112132956636,-0.0791402417041582,3.0017441892737753,0.2,2.927766330227298
0.37499795435897443,0.49127734186289385,-0.7861444572079065,0.6964548412488658,0.2,0.9756453856102509
0.36212298887233,-0.9096962431805471,0.2032724429758473,7.374426556766699,0.2,7.34756858772364
0.38322205062610626,0.5539686252095465,-0.7390937844396792,1.658863540352569,0.2,1.490527777769419
-0.3693159378836884,0.7228280548981775,0.5840593643433937,5.120087997080662,0.2,5.183236059693641
0.010349668176099355,0.8177900939869994,0.5754235366626737,0.8205201493889627,0.2,1.0310969861459587
-0.24789036235889658,0.6669133331809063,-0.7026926598984141,1.7006433699255523,0.2,1.871077050563969
-0.6498145901873538,-0.7287005548112356,-0.21618626181475706,8.054217290912568,0.2,7.861510351771187
0.5899148764841405,0.8002177012158007,-0.10794475051432997,2.3156979574878043,0.2,2.4023581133017506
0.09380794004237904,-0.5329475915991848,0.8409321821607458,3.916470619952826,0.2,4.479410604181858
-0.7424608031825846,-0.1554012983658206,0.6516152179037017,6.953260741615544,0.2,6.846436177389494
0.16538915694824471,0.9614926430269297,0.21949561309747898,12.184643977208161,0.2,12.136128830010449
-0.3849207162112657,-0.2943321141269376,-0.8747597663501526,3.258401541498512,0.2,3.1917245484954053
0.0032999901267533665,0.6860453882197703,-0.7275512596151202,1.2912580858977851,0.2,1.3948495068322309
0.4573428211021267,-0.7091709062937082,0.5365763409365982,1.605443784282191,0.2,1.87883716459281
-0.6430303800952282,-0.4227078113986609,0.6386157189242531,8.785221480331902,0.2,8.793341397111002
0.9595864884403398,-0.17341474810284305,-0.22163279618135326,1.491939001499357,0.2,1.5817669836825314
0.7355708059577053,-0.5698573146388345,-0.3663307663510506,2.6560796237490387,0.2,2.663326666174528
0.4197253369432828,0.7533239497609482,0.5062940531394894,3.372115900610635,0.2,3.334187281551882
-0.9123617578308496,0.3526051481956855,-0.2080039237940014,212.7818918601391,0.2,213.04529686789527
-0.9054568083833336,-0.1282725267687166,0.4045913086419872,3.3384008875215443,0.2,2.999253966017577
-0.7714592590240581,-0.025106085185798252,0.6357832147459499,0.9810583883263441,0.2,0.7589282934263183
-0.845005602516511,0.5278302533388827,-0.08579484469313459,17.147072183763047,0.2,17.2014003147999
0.1624885766753479,-0.979857416880101,-0.11609007293940236,1.5407586036736238,0.2,1.504905881600593
0.33255467951350803,-0.786113588753807,-0.520992140737534,12.944395649716334,0.2,12.801167497505412
0.24320595444490334,0.5612943099063941,-0.7910749404381664,4.133183182677723,0.2,4.118635178974455
-0.3123977438033475,-0.9483103970091991,0.0558125486860556,3.8234561239603497,0.2,3.9683237820444424
0.6730598962456874,0.03494990905055525,0.7387617206671597,0.5522051383453508,0.2,0.860037163249135
0.08836731441667385,0.6854221808862087,0.7227638976124762,10.08701753762282,0.2,10.00830401956953
-0.9433418718890505,0.1860805488653783,-0.2747364957096554,1.8996794946135933,0.2,1.7068706573016004
0.6375889181339661,0.374935647501174,0.6729811525634533,1.742577673727549,0.2,1.879861197978161
0.05975465127766081,-0.8916802919261451,0.4487044000688983,0.7430716167872806,0.2,0.9596714844246099
0.1037949890261872,0.7463984244788331,0.657355301331456,2.0633290533038364,0.2,2.0527059202987576
0.19324973072103185,-0.8228679629167599,-0.5343621030551012,2.3082950263970963,0.2,2.3460623136827428
0.9980348920523191,-0.052823134821235254,-0.03370564750562871,3.2510662813708193,0.2,2.9088684989880487
-0.5545694480991965,0.018289305186013922,0.831936432998799,526.6951950438252,0.2,526.6813079860163
0.4167734532634486,-0.19541927273789286,0.8877562708860203,2.690155753975591,0.2,2.4735070220424857
-0.11083209801940185,-0.9736614238170274,-0.1992477799605728,1.0435674689313352,0.2,1.1731713867228462
-0.5589972523929857,0.8289854612291336,-0.017469312745874172,2.692162151479181,0.2,2.7483652141049326
0.7017685469841392,0.020377244013868916,-0.7121135263356324,0.6607737806649434,0.2,0.8666609618953874
0.1274779631473044,0.3308661475675102,0.9350277863815861,18.881785630372285,0.2,18.741904998393093
0.23614308648785343,-0.06099873757068147,-0.969801833736549,2.1443344527545434,0.2,1.948805590853724
-0.8135253053986712,0.5692033689025313,0.11909702895541713,0.8566737027309579,0.2,1.0190530409596315
-0.6797404378341416,-0.19088014743317586,-0.708179148583844,1.9070446131443646,0.2,1.6894608997831255
-0.4823660894862365,0.8527451505755117,-0.20037131502214597,3.2049340347334194,0.2,3.0139910593293613
0.8167539646310972,-0.5536151973628416,-0.16255206706863626,2.314483700760916,0.2,2.469571705151325
0.6439300169897428,-0.1393594184438314,-0.75228524225229,1.148282698459484,0.2,1.0966479659256496
-0.22311540574806601,-0.9073830011732295,-0.356196020331136,1.6901545684927615,0.2,1.7855131520940737
0.056935045949213045,-0.9080516010786288,0.4149707101968759,0.959412745911799,0.2,0.9929899684822182
0.5069605627356666,-0.7641446083576006,0.39884082708361923,4.645250140998262,0.2,4.683292183217222
-0.23192008013311755,0.9718595845363471,-0.04125559811573587,0.9946695722221451,0.2,0.990675459959483
-0.3639050573999815,0.7195894412759017,-0.5914086110321287,1.2472013626281004,0.2,1.4483250357739883
0.6587198446217151,-0.11652617945081567,0.743310040160995,4.01361424433287,0.2,3.983773343278465
0.4490681991453442,0.7709996269389857,-0.4515499172586596,2.4133954982642827,0.2,2.2496980990035476
0.4588833287790558,0.881579688845112,-0.11064963978435896,1.7322550311706086,0.2,2.0669951065144763
0.16621304946069013,-0.9284782774530876,-0.33211641104697825,0.8017049917504786,0.2,0.7319348779732745
0.48533584939595126,-0.5574907711403025,-0.6735377891287923,1.340722197290193,0.2,1.3807246271638038
-0.29158017801700087,-0.826697107443306,-0.4811994309352881,1.4744968184215932,0.2,1.7661636462527028
0.1465150712048151,-0.8010846919828979,0.5803418390746213,3.883753129891713,0.2,3.651782327646893
0.2375267803395368,0.7910508851108834,0.5637548454663793,1.6809772542359251,0.2,1.424742847392594
0.7123357582314359,0.19631937661113008,0.6738222836266716,4.715626494811091,0.2,4.494291765571665
-0.8031375670998832,0.021534730101673578,0.5954043195277714,33.268370380594455,0.2,33.33999122064299
-0.4301234252959436,-0.6803971821880958,0.5933409757316479,1.3232862693884246,0.2,1.5743906261799776
-0.6978086578121211,-0.6626109099834554,-0.2720475308716166,303.61979578442134,0.2,303.50721506706554
